"companyid","yearmonth1","sentences","countvar1"
18511,"2010m11","With its focus on mature infrastructure assets in developed economies, 3i Infrastructure has built a robust cash-generative portfolio which has delivered a 9.",1781
18511,"2010m11","5% annualized growth in returns since inception during a period of great market volatility.",1781
18511,"2010m11","Importantly, it has also deliver 5% yield objective in every year since inception.",1781
18511,"2010m11","And our India funds, with its focus on early-stage infrastructure assets in one fastest-growing economies in the world, is now valued at 56% above cost and has delivered a gross ROI since inception of nearly 20% so far, in line with its long-term return objectives.",1781
18511,"2010m11","Many of our LPs have singled this fund out as one of their best performing investments.",1781
18511,"2010m11","Julia has just taken you through three return model, and this slide shows how the total return to infrastructure is generated.",1781
18511,"2010m11","3i does not invest in infrastructure assets directly, but through 3i Infrastructure and through the India Fund.",1781
18511,"2010m11","These to contribute to do great portfolio returns in the same way as any other asset through the realized and unrealized value movements and through dividends and capital returns.",1781
18511,"2010m11","3i also generates advisory and performance fees from 3i infrastructure and management fees and carry from the India Fund.",1781
18511,"2010m11","This income is partly offset by the carry payables of the investment team and by the cost of running the business line, which consist mostly of staff costs.",1781
18511,"2010m11","Being part of 3i has been key to the success of the Infrastructure business line.",1781
18511,"2010m11","Three brand and investment track record are recognized beyond private equity, and its people and network provide unparalleled access to opportunities, as well as to investment in portfolio management and expertise.",1781
18511,"2010m11","This is a strong platform from which to expand our business going forward.",1781
18511,"2010m11","I now want to give you more detail on 3i Infrastructure's new investment in Rail Group as it provides a flavor of the type of asset that we invest in.",1781
18511,"2010m11","is one of the three leading rail companies or in the U.",1781
18511,"2010m11","3i infrastructure, in a consortium with Morgan Stanley Infrastructure Partners and Star Capital Partners, is acquiring 100% of the equity.",1781
18511,"2010m11","3i infrastructure will be contributing up to GBP 176 million in equity instruments to finance the purchase, which in total values assets at around GBP 2.",1781
18511,"2010m11","currently owns 29% of the British Royal Fleet.",1781
18511,"2010m11","Its 19 fleets at least train operating companies or.",1781
18511,"2010m11","And its primary revenue stream consists of lease payments.",1781
18511,"2010m11","The company has strong infrastructure characteristics and fits in 3i Infrastructure's investment mandate as a mature cash-generative asset with stable contracted revenues for the following reasons.",1781
18511,"2010m11","First, the market fundamentals are strong because the fleet is fully utilized following a decade of passenger growth, and the government is unlikely to procure many new trains in the near term due to budgetary constraints.",1781
18511,"2010m11","Second, itself strong fundamentals, with high-quality cash flows that are contracted for the medium-term.",1781
18511,"2010m11","Third, has high margins with a low cost base.",1781
18511,"2010m11","And finally, has a diversified fleet portfolio with an impressive operational history.",1781
